order_id,customer_id,product_id,payment_id,order_date,quantity,total_amount,name,email,country,product_name,category,price,sales_value,order_month
17,17,17,17,2026-04-11 07:35:08.365024,1,449.31,Customer 17,customer17@example.com,Japan,Smartwatch 17,Books,149.77,149.77,2026-04
18,18,18,18,2025-09-30 07:35:08.365061,1,261.42,Customer 18,customer18@example.com,Australia,Keyboard 18,Sports,87.14,87.14,2025-09
19,19,19,19,2025-08-23 07:35:08.365098,3,215.42,Customer 19,customer19@example.com,Usa,Mouse 19,Electronics,215.42,646.26,2025-08
20,20,20,20,2025-11-14 07:35:08.365134,3,234.56,Customer 20,customer20@example.com,India,Smartphone 20,Electronics,234.56,703.6800000000001,2025-11
21,21,21,21,2026-05-24 07:35:08.365181,3,269.18,Customer 21,customer21@example.com,France,Mouse 21,Beauty,269.18,807.54,2026-05
22,22,22,22,2026-07-05 07:35:08.365217,1,962.34,Customer 22,customer22@example.com,India,Tablet 22,Beauty,320.78,320.78,2026-07
23,23,23,23,2026-06-23 07:35:08.365253,2,679.5,Customer 23,customer23@example.com,France,Headphones 23,Beauty,226.5,453.0,2026-06
24,24,24,24,2025-08-16 07:35:08.365289,2,1351.5,Customer 24,customer24@example.com,Usa,Smartwatch 24,Fashion,450.5,901.0,2025-08
25,25,25,25,2026-05-01 07:35:08.365328,3,976.68,Customer 25,customer25@example.com,Uk,Tablet 25,Home,488.34,1465.02,2026-05
26,26,26,26,2026-04-08 07:35:08.365365,1,356.97,Customer 26,customer26@example.com,Japan,Laptop 26,Books,118.99,118.99,2026-04
27,27,27,27,2026-03-20 07:35:08.365433,2,1028.88,Customer 27,customer27@example.com,India,Keyboard 27,Books,342.96,685.92,2026-03
28,28,28,28,2026-04-25 07:35:08.365484,3,492.28,Customer 28,customer28@example.com,India,Speaker 28,Sports,492.28,1476.84,2026-04
29,29,29,29,2026-05-29 07:35:08.365525,3,132.87,Customer 29,customer29@example.com,Germany,Camera 29,Books,44.29,132.87,2026-05
30,30,30,30,2025-09-19 07:35:08.365563,5,671.64,Customer 30,customer30@example.com,Uk,Tablet 30,Books,335.82,1679.1,2025-09
31,31,31,31,2026-05-06 07:35:08.365601,1,453.32,Customer 31,customer31@example.com,India,Printer 31,Books,226.66,226.66,2026-05
32,32,32,32,2025-09-22 07:35:08.365642,1,164.4,Customer 32,customer32@example.com,France,Tablet 32,Home,82.2,82.2,2025-09
33,33,33,33,2025-12-26 07:35:08.365682,2,331.47,Customer 33,customer33@example.com,Japan,Tablet 33,Home,331.47,662.94,2025-12
34,34,34,34,2025-09-21 07:35:08.365720,5,674.22,Customer 34,customer34@example.com,Australia,Headphones 34,Books,337.11,1685.5500000000002,2025-09
35,35,35,35,2025-12-18 07:35:08.365758,1,437.64,Customer 35,customer35@example.com,France,Tablet 35,Beauty,145.88,145.88,2025-12
36,36,36,36,2025-12-31 07:35:08.365794,4,246.64,Customer 36,customer36@example.com,Canada,Headphones 36,Home,123.32,493.28,2025-12
37,37,37,37,2026-03-01 07:35:08.365833,4,39.14,Customer 37,customer37@example.com,Japan,Mouse 37,Beauty,19.57,78.28,2026-03
38,38,38,38,2026-05-27 07:35:08.365870,5,601.62,Customer 38,customer38@example.com,Japan,Printer 38,Electronics,200.54,1002.6999999999999,2026-05
39,39,39,39,2025-12-11 07:35:08.365912,3,198.1,Customer 39,customer39@example.com,Japan,Headphones 39,Books,99.05,297.15,2025-12
40,40,40,40,2025-09-01 07:35:08.365949,1,499.95,Customer 40,customer40@example.com,Usa,Keyboard 40,Electronics,499.95,499.95,2025-09
41,41,41,41,2026-05-07 07:35:08.365987,5,1423.2,Customer 41,customer41@example.com,Australia,Smartphone 41,Sports,474.4,2372.0,2026-05
42,42,42,42,2026-04-21 07:35:08.366027,1,1364.79,Customer 42,customer42@example.com,France,Mouse 42,Beauty,454.93,454.93,2026-04
43,43,43,43,2025-11-14 07:35:08.366064,3,180.13,Customer 43,customer43@example.com,Canada,Mouse 43,Electronics,180.13,540.39,2025-11
44,44,44,44,2025-11-26 07:35:08.366103,4,192.62,Customer 44,customer44@example.com,Australia,Headphones 44,Books,96.31,385.24,2025-11
45,45,45,45,2026-02-15 07:35:08.366142,2,755.46,Customer 45,customer45@example.com,France,Printer 45,Home,377.73,755.46,2026-02
46,46,46,46,2026-01-04 07:35:08.366178,4,789.45,Customer 46,customer46@example.com,France,Keyboard 46,Electronics,263.15,1052.6,2026-01
47,47,47,47,2026-01-24 07:35:08.366215,4,624.48,Customer 47,customer47@example.com,Canada,Smartwatch 47,Home,208.16,832.64,2026-01
48,48,48,48,2026-05-31 07:35:08.366250,5,399.57,Customer 48,customer48@example.com,Australia,Smartwatch 48,Fashion,133.19,665.95,2026-05
49,49,49,49,2025-08-03 07:35:08.366289,5,155.16,Customer 49,customer49@example.com,France,Smartphone 49,Home,155.16,775.8,2025-08
50,50,50,50,2026-04-28 07:35:08.366325,1,582.58,Customer 50,customer50@example.com,Australia,Smartphone 50,Electronics,291.29,291.29,2026-04
51,51,51,51,2026-06-01 07:35:08.366437,5,814.92,Customer 51,customer51@example.com,Usa,Headphones 51,Home,407.46,2037.3,2026-06
52,52,52,52,2026-07-01 07:35:08.366473,5,1294.44,Customer 52,customer52@example.com,Australia,Printer 52,Fashion,431.48,2157.4,2026-07
53,53,53,53,2025-08-13 07:35:08.366510,5,560.96,Customer 53,customer53@example.com,Uk,Tablet 53,Home,280.48,1402.4,2025-08
54,54,54,54,2025-10-03 07:35:08.366548,2,248.76,Customer 54,customer54@example.com,Australia,Smartphone 54,Beauty,124.38,248.76,2025-10
55,55,55,55,2026-03-06 07:35:08.366586,4,91.3,Customer 55,customer55@example.com,Uk,Smartphone 55,Electronics,91.3,365.2,2026-03
56,56,56,56,2026-03-25 07:35:08.366623,1,303.04,Customer 56,customer56@example.com,Australia,Printer 56,Electronics,303.04,303.04,2026-03
57,57,57,57,2025-12-17 07:35:08.366661,3,383.92,Customer 57,customer57@example.com,France,Mouse 57,Electronics,383.92,1151.76,2025-12
58,58,58,58,2026-01-02 07:35:08.366697,4,334.64,Customer 58,customer58@example.com,India,Speaker 58,Fashion,167.32,669.28,2026-01
59,59,59,59,2025-08-29 07:35:08.366733,5,970.78,Customer 59,customer59@example.com,France,Camera 59,Electronics,485.39,2426.95,2025-08
60,60,60,60,2025-08-08 07:35:08.366773,4,140.86,Customer 60,customer60@example.com,Australia,Laptop 60,Home,140.86,563.44,2025-08
61,61,61,61,2025-09-03 07:35:08.366812,2,111.34,Customer 61,customer61@example.com,Usa,Keyboard 61,Books,55.67,111.34,2025-09
62,62,62,62,2025-11-13 07:35:08.366848,2,280.12,Customer 62,customer62@example.com,Australia,Tablet 62,Books,280.12,560.24,2025-11
63,63,63,63,2025-10-29 07:35:08.366884,4,588.32,Customer 63,customer63@example.com,France,Smartwatch 63,Sports,294.16,1176.64,2025-10
64,64,64,64,2025-12-01 07:35:08.366920,4,395.32,Customer 64,customer64@example.com,Germany,Tablet 64,Sports,197.66,790.64,2025-12
65,65,65,65,2026-01-03 07:35:08.366958,2,58.86,Customer 65,customer65@example.com,India,Smartphone 65,Books,58.86,117.72,2026-01
66,66,66,66,2025-11-24 07:35:08.366997,5,431.08,Customer 66,customer66@example.com,Canada,Camera 66,Beauty,431.08,2155.4,2025-11
67,67,67,67,2026-02-28 07:35:08.367033,1,489.39,Customer 67,customer67@example.com,Germany,Smartphone 67,Books,489.39,489.39,2026-02
68,68,68,68,2025-09-22 07:35:08.367069,4,861.9,Customer 68,customer68@example.com,Germany,Keyboard 68,Books,287.3,1149.2,2025-09
69,69,69,69,2025-10-25 07:35:08.367108,2,336.75,Customer 69,customer69@example.com,France,Printer 69,Fashion,336.75,673.5,2025-10
70,70,70,70,2026-04-01 07:35:08.367144,4,322.86,Customer 70,customer70@example.com,France,Printer 70,Fashion,107.62,430.48,2026-04
71,71,71,71,2025-11-19 07:35:08.367180,3,287.31,Customer 71,customer71@example.com,Japan,Smartwatch 71,Electronics,287.31,861.9300000000001,2025-11
72,72,72,72,2025-10-08 07:35:08.367216,3,980.13,Customer 72,customer72@example.com,Uk,Smartphone 72,Beauty,326.71,980.1299999999999,2025-10
73,73,73,73,2026-05-08 07:35:08.367254,3,878.94,Customer 73,customer73@example.com,Germany,Headphones 73,Sports,439.47,1318.41,2026-05
74,74,74,74,2026-05-29 07:35:08.367291,4,378.46,Customer 74,customer74@example.com,Germany,Speaker 74,Sports,189.23,756.92,2026-05
75,75,75,75,2025-09-03 07:35:08.367327,1,66.78,Customer 75,customer75@example.com,Canada,Tablet 75,Books,22.26,22.26,2025-09
76,76,76,76,2026-01-14 07:35:08.367365,4,133.8,Customer 76,customer76@example.com,Usa,Smartwatch 76,Books,66.9,267.6,2026-01
77,77,77,77,2026-04-11 07:35:08.367404,4,623.34,Customer 77,customer77@example.com,Japan,Smartphone 77,Books,311.67,1246.68,2026-04
78,78,78,78,2026-06-15 07:35:08.367444,2,435.54,Customer 78,customer78@example.com,India,Laptop 78,Books,145.18,290.36,2026-06
79,79,79,79,2026-02-13 07:35:08.367480,2,130.86,Customer 79,customer79@example.com,Uk,Mouse 79,Home,43.62,87.24,2026-02
80,80,80,80,2026-05-03 07:35:08.367516,3,17.28,Customer 80,customer80@example.com,Canada,Laptop 80,Home,17.28,51.84,2026-05
81,81,81,81,2026-07-09 07:35:08.367554,5,601.8,Customer 81,customer81@example.com,Australia,Camera 81,Sports,300.9,1504.5,2026-07
82,82,82,82,2025-09-23 07:35:08.367592,2,455.75,Customer 82,customer82@example.com,Canada,Printer 82,Beauty,455.75,911.5,2025-09
83,83,83,83,2026-06-11 07:35:08.367628,1,809.91,Customer 83,customer83@example.com,India,Speaker 83,Sports,269.97,269.97,2026-06
84,84,84,84,2025-08-25 07:35:08.367664,3,410.76,Customer 84,customer84@example.com,Japan,Camera 84,Books,205.38,616.14,2025-08
85,85,85,85,2025-10-17 07:35:08.367703,5,744.02,Customer 85,customer85@example.com,Japan,Smartphone 85,Beauty,372.01,1860.05,2025-10
86,86,86,86,2026-05-13 07:35:08.367740,4,163.1,Customer 86,customer86@example.com,Usa,Smartwatch 86,Sports,163.1,652.4,2026-05
87,87,87,87,2025-08-10 07:35:08.367780,3,487.53,Customer 87,customer87@example.com,Germany,Speaker 87,Sports,487.53,1462.59,2025-08
88,88,88,88,2025-09-10 07:35:08.367816,1,287.5,Customer 88,customer88@example.com,Usa,Headphones 88,Home,287.5,287.5,2025-09
89,89,89,89,2026-05-12 07:35:08.367854,5,363.58,Customer 89,customer89@example.com,Uk,Camera 89,Fashion,363.58,1817.8999999999999,2026-05
90,90,90,90,2026-03-08 07:35:08.367890,5,231.26,Customer 90,customer90@example.com,Australia,Speaker 90,Fashion,115.63,578.15,2026-03
91,91,91,91,2026-03-05 07:35:08.367925,3,157.7,Customer 91,customer91@example.com,Usa,Laptop 91,Home,157.7,473.09999999999997,2026-03
92,92,92,92,2026-07-10 07:35:08.367961,4,418.34,Customer 92,customer92@example.com,Germany,Keyboard 92,Sports,418.34,1673.36,2026-07
93,93,93,93,2025-12-08 07:35:08.367998,3,208.47,Customer 93,customer93@example.com,Japan,Smartwatch 93,Electronics,208.47,625.41,2025-12
94,94,94,94,2026-06-22 07:35:08.368037,5,1126.32,Customer 94,customer94@example.com,Canada,Speaker 94,Fashion,375.44,1877.2,2026-06
95,95,95,95,2026-05-14 07:35:08.368073,1,60.37,Customer 95,customer95@example.com,India,Headphones 95,Home,60.37,60.37,2026-05
96,96,96,96,2026-03-13 07:35:08.368110,5,225.48,Customer 96,customer96@example.com,India,Camera 96,Home,225.48,1127.3999999999999,2026-03
97,97,97,97,2026-01-16 07:35:08.368147,4,142.8,Customer 97,customer97@example.com,Usa,Camera 97,Fashion,47.6,190.4,2026-01
98,98,98,98,2026-06-18 07:35:08.370999,5,1437.84,Customer 98,customer98@example.com,Australia,Keyboard 98,Home,479.28,2396.3999999999996,2026-06
99,99,99,99,2025-08-18 07:35:08.371054,5,459.79,Customer 99,customer99@example.com,Uk,Camera 99,Fashion,459.79,2298.9500000000003,2025-08
100,100,100,100,2025-08-26 07:35:08.371099,2,729.26,Customer 100,customer100@example.com,Japan,Smartwatch 100,Fashion,364.63,729.26,2025-08
101,101,101,101,2025-08-06 07:35:08.371137,5,325.31,Customer 101,customer101@example.com,France,Keyboard 101,Books,325.31,1626.55,2025-08
102,102,102,102,2026-05-13 07:35:08.371174,1,948.72,Customer 102,customer102@example.com,Uk,Tablet 102,Fashion,474.36,474.36,2026-05
103,103,103,103,2025-09-15 07:35:08.371213,2,907.95,Customer 103,customer103@example.com,India,Mouse 103,Home,302.65,605.3,2025-09
104,104,104,104,2026-02-23 07:35:08.371250,4,378.67,Customer 104,customer104@example.com,Australia,Mouse 104,Fashion,378.67,1514.68,2026-02
105,105,105,105,2025-09-06 07:35:08.371287,4,805.24,Customer 105,customer105@example.com,Japan,Headphones 105,Home,402.62,1610.48,2025-09
106,106,106,106,2025-12-13 07:35:08.371326,3,82.2,Customer 106,customer106@example.com,France,Printer 106,Sports,82.2,246.60000000000002,2025-12
107,107,107,107,2026-02-10 07:35:08.371363,2,23.81,Customer 107,customer107@example.com,Canada,Camera 107,Home,23.81,47.62,2026-02
108,108,108,108,2026-05-16 07:35:08.371400,5,37.71,Customer 108,customer108@example.com,Australia,Printer 108,Sports,12.57,62.85,2026-05
109,109,109,109,2025-09-29 07:35:08.371440,5,126.84,Customer 109,customer109@example.com,France,Smartphone 109,Electronics,126.84,634.2,2025-09
110,110,110,110,2026-06-18 07:35:08.371480,5,365.76,Customer 110,customer110@example.com,Japan,Laptop 110,Sports,182.88,914.4,2026-06
111,111,111,111,2026-07-23 07:35:08.371517,3,31.33,Customer 111,customer111@example.com,Usa,Speaker 111,Books,31.33,93.99,2026-07
112,112,112,112,2025-08-15 07:35:08.371555,4,547.89,Customer 112,customer112@example.com,India,Headphones 112,Electronics,182.63,730.52,2025-08
113,113,113,113,2026-02-23 07:35:08.371591,5,62.94,Customer 113,customer113@example.com,Usa,Smartwatch 113,Home,31.47,157.35,2026-02
114,114,114,114,2025-12-20 07:35:08.371627,4,1302.72,Customer 114,customer114@example.com,France,Camera 114,Electronics,434.24,1736.96,2025-12
115,115,115,115,2026-04-30 07:35:08.371666,5,805.12,Customer 115,customer115@example.com,India,Keyboard 115,Fashion,402.56,2012.8,2026-04
116,116,116,116,2026-02-01 07:35:08.371702,5,437.6,Customer 116,customer116@example.com,Australia,Mouse 116,Beauty,218.8,1094.0,2026-02
117,117,117,117,2026-04-02 07:35:08.371742,3,851.7,Customer 117,customer117@example.com,Uk,Laptop 117,Home,425.85,1277.5500000000002,2026-04
118,118,118,118,2026-02-21 07:35:08.371780,3,383.91,Customer 118,customer118@example.com,India,Camera 118,Books,383.91,1151.73,2026-02
119,119,119,119,2025-08-10 07:35:08.371816,4,354.98,Customer 119,customer119@example.com,Canada,Smartwatch 119,Fashion,354.98,1419.92,2025-08
120,120,120,120,2026-06-28 07:35:08.371852,5,1452.33,Customer 120,customer120@example.com,Australia,Smartphone 120,Beauty,484.11,2420.55,2026-06
121,121,121,121,2025-11-21 07:35:08.371891,1,239.76,Customer 121,customer121@example.com,Uk,Camera 121,Sports,119.88,119.88,2025-11
122,122,122,122,2025-11-28 07:35:08.371928,5,84.44,Customer 122,customer122@example.com,Uk,Mouse 122,Electronics,42.22,211.1,2025-11
123,123,123,123,2025-09-07 07:35:08.371965,5,343.25,Customer 123,customer123@example.com,Canada,Printer 123,Books,343.25,1716.25,2025-09
124,124,124,124,2026-03-08 07:35:08.372003,1,178.72,Customer 124,customer124@example.com,Uk,Smartwatch 124,Home,89.36,89.36,2026-03
125,125,125,125,2025-09-25 07:35:08.372040,3,277.89,Customer 125,customer125@example.com,Canada,Keyboard 125,Beauty,92.63,277.89,2025-09
126,126,126,126,2025-10-25 07:35:08.372075,3,642.39,Customer 126,customer126@example.com,France,Tablet 126,Sports,214.13,642.39,2025-10
127,127,127,127,2025-09-24 07:35:08.372112,2,450.82,Customer 127,customer127@example.com,Canada,Laptop 127,Home,225.41,450.82,2025-09
128,128,128,128,2026-06-12 07:35:08.372148,1,477.14,Customer 128,customer128@example.com,Canada,Camera 128,Home,238.57,238.57,2026-06
129,129,129,129,2025-12-04 07:35:08.372185,4,326.46,Customer 129,customer129@example.com,India,Mouse 129,Beauty,163.23,652.92,2025-12
130,130,130,130,2025-08-21 07:35:08.372225,4,67.68,Customer 130,customer130@example.com,Germany,Mouse 130,Fashion,33.84,135.36,2025-08
131,131,131,131,2026-01-27 07:35:08.372262,5,64.34,Customer 131,customer131@example.com,India,Speaker 131,Fashion,32.17,160.85000000000002,2026-01
132,132,132,132,2026-05-19 07:35:08.372297,2,609.03,Customer 132,customer132@example.com,Canada,Headphones 132,Electronics,203.01,406.02,2026-05
133,133,133,133,2026-02-18 07:35:08.372336,2,467.84,Customer 133,customer133@example.com,India,Printer 133,Sports,233.92,467.84,2026-02
134,134,134,134,2026-06-05 07:35:08.372374,4,728.1,Customer 134,customer134@example.com,Australia,Mouse 134,Fashion,242.7,970.8,2026-06
135,135,135,135,2026-03-29 07:35:08.372412,1,736.26,Customer 135,customer135@example.com,Germany,Laptop 135,Sports,245.42,245.42,2026-03
136,136,136,136,2026-06-30 07:35:08.372448,2,329.73,Customer 136,customer136@example.com,Uk,Speaker 136,Beauty,109.91,219.82,2026-06
137,137,137,137,2025-08-17 07:35:08.372484,3,1370.82,Customer 137,customer137@example.com,India,Headphones 137,Books,456.94,1370.82,2025-08
138,138,138,138,2025-10-18 07:35:08.372520,3,223.14,Customer 138,customer138@example.com,France,Smartwatch 138,Beauty,111.57,334.71,2025-10
139,139,139,139,2025-08-30 07:35:08.372556,3,91.83,Customer 139,customer139@example.com,India,Headphones 139,Fashion,30.61,91.83,2025-08
140,140,140,140,2025-11-02 07:35:08.372592,2,935.04,Customer 140,customer140@example.com,France,Headphones 140,Electronics,311.68,623.36,2025-11
141,141,141,141,2025-11-29 07:35:08.372628,2,965.22,Customer 141,customer141@example.com,Canada,Headphones 141,Electronics,482.61,965.22,2025-11
142,142,142,142,2025-12-30 07:35:08.372666,2,364.33,Customer 142,customer142@example.com,Germany,Keyboard 142,Beauty,364.33,728.66,2025-12
143,143,143,143,2026-03-08 07:35:08.372702,4,864.9,Customer 143,customer143@example.com,Usa,Laptop 143,Fashion,288.3,1153.2,2026-03
144,144,144,144,2026-04-27 07:35:08.372740,1,516.12,Customer 144,customer144@example.com,France,Tablet 144,Electronics,172.04,172.04,2026-04
145,145,145,145,2026-05-21 07:35:08.372779,4,341.36,Customer 145,customer145@example.com,Japan,Speaker 145,Sports,170.68,682.72,2026-05
146,146,146,146,2025-08-11 07:35:08.372889,2,364.21,Customer 146,customer146@example.com,India,Smartwatch 146,Sports,364.21,728.42,2025-08
147,147,147,147,2026-04-10 07:35:08.372926,2,917.8,Customer 147,customer147@example.com,France,Smartphone 147,Beauty,458.9,917.8,2026-04
148,148,148,148,2026-06-20 07:35:08.372963,5,829.1,Customer 148,customer148@example.com,Australia,Keyboard 148,Beauty,414.55,2072.75,2026-06
149,149,149,149,2026-06-02 07:35:08.373003,2,250.29,Customer 149,customer149@example.com,Germany,Mouse 149,Sports,83.43,166.86,2026-06
150,150,150,150,2026-02-24 07:35:08.373041,1,427.12,Customer 150,customer150@example.com,Australia,Headphones 150,Sports,213.56,213.56,2026-02
151,151,151,151,2026-07-15 07:35:08.373077,3,994.24,Customer 151,customer151@example.com,India,Smartphone 151,Sports,497.12,1491.3600000000001,2026-07
152,152,152,152,2025-08-27 07:35:08.373113,5,436.11,Customer 152,customer152@example.com,India,Speaker 152,Books,436.11,2180.55,2025-08
153,153,153,153,2025-10-26 07:35:08.373149,4,1141.59,Customer 153,customer153@example.com,Uk,Tablet 153,Electronics,380.53,1522.12,2025-10
154,154,154,154,2026-03-30 07:35:08.373187,2,406.64,Customer 154,customer154@example.com,Germany,Smartphone 154,Electronics,406.64,813.28,2026-03
155,155,155,155,2026-07-03 07:35:08.373223,2,95.04,Customer 155,customer155@example.com,Usa,Tablet 155,Beauty,31.68,63.36,2026-07
156,156,156,156,2026-06-30 07:35:08.373261,5,1318.11,Customer 156,customer156@example.com,India,Tablet 156,Fashion,439.37,2196.85,2026-06
157,157,157,157,2026-05-16 07:35:08.373300,3,677.92,Customer 157,customer157@example.com,Usa,Camera 157,Beauty,338.96,1016.8799999999999,2026-05
158,158,158,158,2026-01-14 07:35:08.373336,2,571.14,Customer 158,customer158@example.com,Uk,Printer 158,Electronics,285.57,571.14,2026-01
159,159,159,159,2025-09-25 07:35:08.373372,5,416.41,Customer 159,customer159@example.com,Canada,Keyboard 159,Beauty,416.41,2082.05,2025-09
160,160,160,160,2026-06-01 07:35:08.373408,4,158.56,Customer 160,customer160@example.com,Australia,Tablet 160,Fashion,158.56,634.24,2026-06
161,161,161,161,2025-11-11 07:35:08.373444,4,476.92,Customer 161,customer161@example.com,India,Smartwatch 161,Books,238.46,953.84,2025-11
162,162,162,162,2025-10-08 07:35:08.373480,4,746.42,Customer 162,customer162@example.com,Usa,Mouse 162,Home,373.21,1492.84,2025-10
163,163,163,163,2025-09-06 07:35:08.373515,4,944.6,Customer 163,customer163@example.com,Australia,Keyboard 163,Beauty,472.3,1889.2,2025-09
164,164,164,164,2025-08-23 07:35:08.373551,1,479.05,Customer 164,customer164@example.com,Uk,Keyboard 164,Beauty,479.05,479.05,2025-08
165,165,165,165,2025-09-19 07:35:08.373588,4,700.32,Customer 165,customer165@example.com,Usa,Tablet 165,Sports,233.44,933.76,2025-09
166,166,166,166,2025-08-20 07:35:08.373627,4,144.62,Customer 166,customer166@example.com,Usa,Keyboard 166,Beauty,144.62,578.48,2025-08
167,167,167,167,2025-12-08 07:35:08.373663,5,399.52,Customer 167,customer167@example.com,France,Camera 167,Fashion,399.52,1997.6,2025-12
168,168,168,168,2025-08-06 07:35:08.373704,2,195.84,Customer 168,customer168@example.com,Usa,Smartphone 168,Books,195.84,391.68,2025-08
169,169,169,169,2025-08-15 07:35:08.373766,3,1354.86,Customer 169,customer169@example.com,Usa,Tablet 169,Home,451.62,1354.8600000000001,2025-08
170,170,170,170,2025-08-19 07:35:08.373806,5,313.3,Customer 170,customer170@example.com,Uk,Speaker 170,Electronics,156.65,783.25,2025-08
171,171,171,171,2025-09-30 07:35:08.373842,4,448.34,Customer 171,customer171@example.com,India,Laptop 171,Electronics,224.17,896.68,2025-09
172,172,172,172,2026-03-02 07:35:08.373877,2,1029.15,Customer 172,customer172@example.com,Japan,Speaker 172,Home,343.05,686.1,2026-03
173,173,173,173,2025-12-16 07:35:08.373916,3,373.48,Customer 173,customer173@example.com,Uk,Speaker 173,Fashion,186.74,560.22,2025-12
174,174,174,174,2026-01-15 07:35:08.373952,1,107.82,Customer 174,customer174@example.com,Japan,Smartphone 174,Electronics,53.91,53.91,2026-01
175,175,175,175,2026-06-29 07:35:08.373987,2,156.06,Customer 175,customer175@example.com,Uk,Speaker 175,Home,78.03,156.06,2026-06
176,176,176,176,2026-02-26 07:35:08.374021,1,632.54,Customer 176,customer176@example.com,France,Tablet 176,Beauty,316.27,316.27,2026-02
177,177,177,177,2026-01-09 07:35:08.374056,3,611.14,Customer 177,customer177@example.com,Uk,Smartwatch 177,Fashion,305.57,916.71,2026-01
178,178,178,178,2026-04-30 07:35:08.374093,5,466.71,Customer 178,customer178@example.com,Japan,Camera 178,Electronics,466.71,2333.5499999999997,2026-04
179,179,179,179,2026-05-14 07:35:08.374130,4,509.32,Customer 179,customer179@example.com,Canada,Speaker 179,Beauty,254.66,1018.64,2026-05
180,180,180,180,2025-09-30 07:35:08.374166,1,397.45,Customer 180,customer180@example.com,Japan,Keyboard 180,Electronics,397.45,397.45,2025-09
181,181,181,181,2025-11-08 07:35:08.374208,5,185.73,Customer 181,customer181@example.com,Japan,Camera 181,Books,61.91,309.54999999999995,2025-11
182,182,182,182,2026-06-02 07:35:08.374243,2,493.12,Customer 182,customer182@example.com,Uk,Camera 182,Electronics,246.56,493.12,2026-06
183,183,183,183,2026-07-09 07:35:08.374277,1,363.78,Customer 183,customer183@example.com,Australia,Smartphone 183,Books,363.78,363.78,2026-07
184,184,184,184,2026-04-04 07:35:08.374312,4,841.32,Customer 184,customer184@example.com,Germany,Keyboard 184,Home,280.44,1121.76,2026-04
185,185,185,185,2026-03-11 07:35:08.374346,1,661.44,Customer 185,customer185@example.com,Germany,Printer 185,Sports,220.48,220.48,2026-03
186,186,186,186,2026-01-12 07:35:08.374380,5,432.69,Customer 186,customer186@example.com,Canada,Smartwatch 186,Beauty,432.69,2163.45,2026-01
187,187,187,187,2026-02-25 07:35:08.374416,1,51.53,Customer 187,customer187@example.com,France,Mouse 187,Sports,51.53,51.53,2026-02
188,188,188,188,2026-03-06 07:35:08.374450,2,248.47,Customer 188,customer188@example.com,Japan,Speaker 188,Home,248.47,496.94,2026-03
189,189,189,189,2025-12-31 07:35:08.374484,4,818.92,Customer 189,customer189@example.com,Australia,Headphones 189,Home,409.46,1637.84,2025-12
190,190,190,190,2025-10-15 07:35:08.374519,4,360.51,Customer 190,customer190@example.com,France,Laptop 190,Fashion,120.17,480.68,2025-10
191,191,191,191,2026-06-09 07:35:08.374557,2,764.8,Customer 191,customer191@example.com,India,Keyboard 191,Electronics,382.4,764.8,2026-06
